index,latitude,longitude,city
2013,25.1359,121.4944,Taipei
2014,25.0565,121.572,Taipei
2015,25.066,121.5347,Taipei
2016,25.0486,121.5209,Taipei
2017,25.0282,121.5176,Taipei
2018,25.046,121.5599,Taipei
2019,25.0303,121.5006,Taipei
2020,25.0611,121.5324,Taipei
2021,25.0517,121.5276,Taipei
2022,25.0653,121.5295,Taipei
2023,25.1679,121.5339,Taipei
2024,25.0319,121.5063,Taipei
2025,25.0423,121.5327,Taipei
2026,25.0958,121.5887,Taipei
2027,25.0627,121.5443,Taipei
2028,25.0706,121.6029,Taipei
2029,25.1399,121.5711,Taipei
2030,25.0452,121.5584,Taipei
2031,25.0156,121.551,Taipei
2032,25.0638,121.5224,Taipei
2033,25.0102,121.5399,Taipei
2034,25.0553,121.5275,Taipei
2035,25.1061,121.523,Taipei
2036,25.0459,121.6169,Taipei
2037,25.0704,121.5902,Taipei
2038,25.0368,121.5805,Taipei
2039,25.0599,121.6137,Taipei
2040,25.0436,121.5453,Taipei
2041,25.0368,121.6287,Taipei
2042,25.1056,121.4989,Taipei
2043,25.1053,121.5377,Taipei
2044,25.0315,121.5377,Taipei
2045,24.9785,121.5918,Taipei
2046,25.1712,121.5406,Taipei
2047,24.9846,121.548,Taipei
2048,25.0237,121.5115,Taipei
2049,25.0543,121.5503,Taipei
2050,25.062,121.5664,Taipei
2051,25.0495,121.5897,Taipei
2052,25.0978,121.52,Taipei
2053,25.0538,121.575,Taipei
2054,25.0452,121.5367,Taipei
2055,25.1361,121.497,Taipei
2056,25.0591,121.5848,Taipei
2057,25.1213,121.5026,Taipei
2058,25.0779,121.5666,Taipei
2059,24.9698,121.5935,Taipei
2060,25.0492,121.5148,Taipei
2061,25.1167,121.4894,Taipei
2062,25.0549,121.5183,Taipei
2063,25.0593,121.5774,Taipei
2064,25.0608,121.5891,Taipei
2065,25.0901,121.5271,Taipei
2066,25.1187,121.5303,Taipei
2067,25.0626,121.5368,Taipei
2068,25.1151,121.5318,Taipei
2069,25.0728,121.5759,Taipei
2070,25.0687,121.5333,Taipei
2071,25.1335,121.5999,Taipei
2072,25.0872,121.6208,Taipei
2073,25.0698,121.5115,Taipei
2074,25.0439,121.5012,Taipei
2075,25.0565,121.5804,Taipei
2076,25.0627,121.5919,Taipei
2077,25.0451,121.5306,Taipei
2078,25.1138,121.5015,Taipei
2079,25.0445,121.5404,Taipei
2080,25.183,121.573,Taipei
2081,25.088,121.5119,Taipei
2082,25.0962,121.533,Taipei
2083,25.0531,121.5367,Taipei
2084,25.1139,121.5119,Taipei
2085,25.0825,121.5653,Taipei
2086,25.0659,121.6112,Taipei
2087,25.0445,121.5243,Taipei
2088,25.0398,121.4972,Taipei
2089,25.0243,121.5231,Taipei
2090,25.1132,121.5658,Taipei
2091,25.0867,121.5205,Taipei
2092,25.0027,121.5909,Taipei
2093,25.1593,121.5315,Taipei
2094,25.0684,121.5248,Taipei
2095,25.0416,121.5474,Taipei
2096,25.0357,121.5489,Taipei
2097,24.985,121.5965,Taipei
2098,25.0547,121.6021,Taipei
2099,25.054,121.5915,Taipei
2100,25.0106,121.5564,Taipei
2101,25.0331,121.5299,Taipei
2102,24.9993,121.5555,Taipei
2103,25.0781,121.5311,Taipei
2104,25.0213,121.5409,Taipei
2105,25.0591,121.516,Taipei
2106,25.0628,121.5227,Taipei
2107,25.0525,121.6021,Taipei
2108,25.0801,121.5918,Taipei
2109,25.0652,121.5257,Taipei
2110,25.0834,121.5255,Taipei
2111,25.083,121.5523,Taipei
2112,25.002,121.5947,Taipei
2113,24.9772,121.5713,Taipei
2114,25.0576,121.5159,Taipei
2115,25.0401,121.5377,Taipei
2116,25.0787,121.5118,Taipei
2117,25.0783,121.5103,Taipei
2118,24.9855,121.5656,Taipei
2119,25.0528,121.5833,Taipei
2120,25.0352,121.4993,Taipei
2121,25.1462,121.524,Taipei
2122,25.0267,121.5032,Taipei
2123,25.0784,121.5554,Taipei
2124,25.0675,121.5109,Taipei
2125,25.0726,121.5188,Taipei
2126,25.0709,121.5611,Taipei
2127,25.0194,121.5961,Taipei
2128,25.0505,121.5892,Taipei
2129,25.0776,121.541,Taipei
2130,25.0595,121.5163,Taipei
2131,25.064,121.5287,Taipei
2132,25.0579,121.5427,Taipei
2133,25.1205,121.5022,Taipei
2134,25.0452,121.5577,Taipei
2135,24.9836,121.5907,Taipei
2136,25.0672,121.5343,Taipei
2137,25.1145,121.5224,Taipei
2138,25.0839,121.5655,Taipei
2139,25.0833,121.5533,Taipei
2140,25.0613,121.6137,Taipei
2141,25.0307,121.5716,Taipei
2142,25.0642,121.5953,Taipei
2143,25.0487,121.5674,Taipei
2144,24.9882,121.5604,Taipei
2145,25.0627,121.5291,Taipei
2146,25.0446,121.5005,Taipei
2147,25.0743,121.5283,Taipei
2148,25.128,121.5278,Taipei
2149,25.0263,121.5314,Taipei
2150,24.9799,121.5853,Taipei
2151,25.0759,121.6106,Taipei
2152,25.0389,121.6216,Taipei
2153,25.0846,121.5563,Taipei
2154,25.0604,121.5563,Taipei
2155,25.0152,121.5329,Taipei
2156,24.9946,121.5936,Taipei
2157,25.1309,121.5152,Taipei
2158,25.1117,121.4982,Taipei
2159,25.0461,121.5237,Taipei
2160,25.0096,121.5374,Taipei
2161,25.1368,121.5076,Taipei
2162,25.0574,121.5698,Taipei
2163,25.0474,121.5203,Taipei
2164,25.0286,121.557,Taipei
2165,25.0311,121.5525,Taipei
2166,25.1252,121.5315,Taipei
2167,24.9843,121.5638,Taipei
2168,25.1559,121.5404,Taipei
2169,25.03,121.5341,Taipei
2170,25.0454,121.5331,Taipei
2171,25.0728,121.5091,Taipei
2172,25.123,121.5332,Taipei
2173,25.0241,121.5269,Taipei
2174,24.9856,121.5564,Taipei
2175,25.1209,121.5321,Taipei
2176,25.0576,121.5877,Taipei
2177,25.0609,121.6162,Taipei
2178,25.0966,121.5252,Taipei
2179,25.0376,121.5698,Taipei
2180,25.0516,121.5338,Taipei
2181,25.0149,121.5417,Taipei
2182,25.0427,121.5054,Taipei
2183,25.0172,121.4958,Taipei
2184,25.0815,121.5709,Taipei
2185,24.968,121.5878,Taipei
2186,25.0533,121.5176,Taipei
2187,25.0316,121.5582,Taipei
2188,25.027,121.5376,Taipei
2189,25.057,121.5654,Taipei
2190,25.0525,121.5073,Taipei
2191,25.08,121.5951,Taipei
2192,25.0168,121.5491,Taipei
2193,25.0733,121.5371,Taipei
2194,24.9984,121.5747,Taipei
2195,25.0657,121.5812,Taipei
2196,25.0479,121.5301,Taipei
2197,25.0293,121.4892,Taipei
2198,25.1505,121.5324,Taipei
2199,25.0582,121.5931,Taipei
2200,25.0842,121.5373,Taipei
2201,25.1086,121.5464,Taipei
2202,25.0241,121.5147,Taipei
2203,25.0794,121.5244,Taipei
2204,25.0384,121.5013,Taipei
2205,25.0648,121.5915,Taipei
2206,25.0529,121.5687,Taipei
2207,25.0523,121.5813,Taipei
2208,24.9979,121.5933,Taipei
2209,25.0423,121.5712,Taipei
2210,25.0442,121.5703,Taipei
2211,25.0572,121.5815,Taipei
2212,25.0288,121.5211,Taipei
2213,25.0761,121.5625,Taipei
2214,25.0388,121.5685,Taipei
2215,24.9771,121.5604,Taipei
2216,25.0664,121.5768,Taipei
2217,25.0613,121.5803,Taipei
2218,25.0444,121.5764,Taipei
2219,25.0782,121.5758,Taipei
2220,25.0595,121.5274,Taipei
2221,25.1473,121.5486,Taipei
2222,25.0843,121.5609,Taipei
2223,25.0799,121.5592,Taipei
2224,25.0351,121.5376,Taipei
2225,24.9853,121.5585,Taipei
2226,25.1757,121.5416,Taipei
2227,25.0399,121.5377,Taipei
2228,24.9912,121.5589,Taipei
2229,25.0522,121.5255,Taipei
2230,25.0353,121.4915,Taipei
2231,25.0417,121.5852,Taipei
2232,25.0889,121.5098,Taipei
2233,25.0675,121.6,Taipei
2234,25.044,121.5689,Taipei
2235,25.1109,121.5328,Taipei
2236,25.0881,121.5922,Taipei
2237,25.0392,121.538,Taipei
2238,24.9839,121.5592,Taipei
2239,24.9686,121.5833,Taipei
2240,25.1071,121.5171,Taipei
2241,25.0757,121.5902,Taipei
2242,25.1257,121.4707,Taipei
2243,24.9902,121.539,Taipei
2244,24.9843,121.5798,Taipei
2245,25.0815,121.5502,Taipei
2246,25.0474,121.5843,Taipei
2247,25.099,121.5484,Taipei
2248,25.0324,121.5574,Taipei
2249,25.0576,121.5488,Taipei
2250,25.0818,121.5185,Taipei
2251,25.0334,121.5388,Taipei
2252,25.0106,121.5967,Taipei
2253,25.0787,121.5485,Taipei
2254,25.0735,121.5795,Taipei
2255,25.0435,121.5637,Taipei
2256,25.038,121.5395,Taipei
2257,25.0129,121.5361,Taipei
2258,25.0322,121.4892,Taipei
2259,25.0311,121.5411,Taipei
2260,25.0971,121.61,Taipei
2261,25.0447,121.5019,Taipei
2262,25.1007,121.5303,Taipei
2263,24.9828,121.5629,Taipei
2264,25.0706,121.5187,Taipei
2265,25.0261,121.49,Taipei
2266,25.1507,121.5289,Taipei
2267,25.09,121.5024,Taipei
2268,24.9975,121.5407,Taipei
2269,25.149,121.515,Taipei
2270,25.0998,121.4986,Taipei
2271,25.0331,121.6168,Taipei
2272,25.0411,121.5637,Taipei
2273,25.037,121.5792,Taipei
2274,25.0157,121.4959,Taipei
2275,25.0236,121.5022,Taipei
2276,25.0873,121.5969,Taipei
2277,25.123,121.4677,Taipei
2278,25.1639,121.5436,Taipei
2279,25.0779,121.5355,Taipei
2280,25.122,121.5333,Taipei
2281,25.0584,121.5999,Taipei
2282,25.0724,121.5354,Taipei
2283,25.1011,121.5253,Taipei
2284,25.0627,121.5294,Taipei
2285,25.1481,121.5589,Taipei
2286,25.0684,121.5909,Taipei
2287,25.0921,121.5885,Taipei
2288,25.0612,121.5333,Taipei
2289,24.9972,121.5412,Taipei
2290,25.0865,121.5553,Taipei
2291,24.9888,121.5481,Taipei
2292,25.0231,121.5466,Taipei
2293,25.054,121.549,Taipei
2294,25.056,121.5182,Taipei
2295,25.1231,121.4675,Taipei
2296,24.9839,121.5469,Taipei
2297,25.0854,121.557,Taipei
2298,25.1073,121.5269,Taipei
2299,25.039,121.6154,Taipei
2300,24.9986,121.5707,Taipei
2301,25.1077,121.566,Taipei
2302,25.0767,121.5739,Taipei
2303,25.0101,121.5344,Taipei
2304,25.0393,121.517,Taipei
2305,25.0017,121.554,Taipei
2306,25.0211,121.498,Taipei
2307,25.0023,121.5411,Taipei
2308,25.0619,121.5551,Taipei
2309,25.0305,121.4967,Taipei
2310,25.0275,121.6513,Taipei
2311,25.1098,121.5345,Taipei
2312,25.1144,121.4995,Taipei
2313,25.024,121.5121,Taipei
2314,25.0852,121.5194,Taipei
2315,25.1807,121.5684,Taipei
2316,25.0614,121.5675,Taipei
2317,25.0327,121.5005,Taipei
2318,25.1378,121.503,Taipei
2319,24.9793,121.5567,Taipei
2320,25.0017,121.566,Taipei
2321,25.0787,121.5248,Taipei
2322,25.0309,121.552,Taipei
2323,25.0113,121.5371,Taipei
2324,25.038,121.5041,Taipei
2325,25.0699,121.5279,Taipei
2326,25.0857,121.5172,Taipei
2327,25.0529,121.5652,Taipei
2328,25.0358,121.5669,Taipei
2329,25.0927,121.5257,Taipei
2330,25.0681,121.5914,Taipei
2331,25.0713,121.5443,Taipei
2332,25.0587,121.5367,Taipei
2333,25.0338,121.4906,Taipei
2334,24.9952,121.5415,Taipei
2335,25.0814,121.6016,Taipei
2336,25.1323,121.4755,Taipei
2337,25.1041,121.496,Taipei
2338,25.1224,121.481,Taipei
2339,25.0281,121.5252,Taipei
2340,25.0242,121.5554,Taipei
2341,25.04,121.4975,Taipei
2342,25.0271,121.5379,Taipei
2343,25.1226,121.4787,Taipei
2344,25.0275,121.6141,Taipei
2345,25.0279,121.538,Taipei
2346,25.0816,121.579,Taipei
2347,25.0066,121.5662,Taipei
2348,24.9797,121.5851,Taipei
2349,25.1644,121.541,Taipei
2350,25.0349,121.5159,Taipei
2351,25.1368,121.5529,Taipei
2352,25.0126,121.5549,Taipei
2353,25.0459,121.5025,Taipei
2354,25.0223,121.5639,Taipei
2355,25.0615,121.5159,Taipei
2356,25.0169,121.5249,Taipei
2357,25.0829,121.5854,Taipei
2358,25.0667,121.6084,Taipei
2359,25.0266,121.548,Taipei
2360,25.1119,121.5366,Taipei
2361,25.0843,121.6012,Taipei
2362,25.0125,121.566,Taipei
2363,25.0659,121.5333,Taipei
2364,25.0905,121.5157,Taipei
2365,25.0732,121.5424,Taipei
2366,25.0403,121.542,Taipei
2367,25.1083,121.5662,Taipei
2368,25.0393,121.5489,Taipei
2369,25.052,121.5405,Taipei
2370,25.1377,121.4908,Taipei
2371,25.0381,121.5475,Taipei
2372,25.0348,121.5147,Taipei
2373,25.0302,121.5061,Taipei
2374,25.0416,121.5344,Taipei
2375,25.1375,121.5785,Taipei
2376,25.0589,121.5847,Taipei
2377,25.0972,121.5416,Taipei
2378,24.9858,121.5502,Taipei
2379,25.0767,121.5802,Taipei
2380,25.0098,121.5813,Taipei
2381,25.0769,121.5808,Taipei
2382,25.1364,121.5008,Taipei
2383,25.0263,121.5379,Taipei
2384,25.0512,121.5694,Taipei
2385,25.0714,121.5109,Taipei
2386,25.0733,121.6123,Taipei
2387,25.0576,121.5821,Taipei
2388,25.0494,121.5167,Taipei
2389,25.0587,121.569,Taipei
2390,24.9789,121.5908,Taipei
2391,25.1372,121.5795,Taipei
2392,25.0004,121.5543,Taipei
2393,25.1188,121.5713,Taipei
2394,25.0861,121.5922,Taipei
2395,25.0267,121.5708,Taipei
2396,25.0705,121.6139,Taipei
2397,25.007,121.538,Taipei
2398,25.036,121.6289,Taipei
2399,25.0595,121.5826,Taipei
2400,25.0439,121.5301,Taipei
2401,24.982,121.5655,Taipei
2402,25.0713,121.5706,Taipei
2403,25.0086,121.5848,Taipei
2404,25.0241,121.4988,Taipei
2405,24.9866,121.5707,Taipei
2406,25.0885,121.6138,Taipei
2407,25.1432,121.4982,Taipei
2408,25.1851,121.5684,Taipei
2409,24.9963,121.5405,Taipei
2410,25.1499,121.5153,Taipei
2411,25.0921,121.5058,Taipei
2412,25.0593,121.5907,Taipei
2413,25.0478,121.5492,Taipei
2414,25.0432,121.5637,Taipei
2415,25.0552,121.6125,Taipei
2416,25.077,121.6117,Taipei
2417,25.0386,121.4958,Taipei
2418,25.1473,121.5636,Taipei
2419,25.0357,121.5039,Taipei
2420,25.032,121.5716,Taipei
2421,25.0265,121.4978,Taipei
2422,25.1145,121.5772,Taipei
2423,25.0253,121.5755,Taipei
2424,25.1273,121.5077,Taipei
2425,25.0974,121.5406,Taipei
2426,25.062,121.5953,Taipei
2427,25.1167,121.5089,Taipei
2428,25.0671,121.5138,Taipei
2429,25.0874,121.5922,Taipei
2430,25.1877,121.5745,Taipei
2431,25.0406,121.6211,Taipei
2432,25.0608,121.5633,Taipei
2433,25.0021,121.5378,Taipei
2434,25.1403,121.5626,Taipei
2435,25.0566,121.5275,Taipei
2436,25.077,121.5704,Taipei
2437,25.0185,121.5273,Taipei
2438,25.0179,121.5615,Taipei
2439,25.0632,121.5659,Taipei
2440,25.1144,121.5121,Taipei
2441,25.0026,121.5543,Taipei
2442,25.1388,121.4869,Taipei
2443,25.0251,121.5712,Taipei
2444,25.1084,121.5236,Taipei
2445,25.0497,121.5975,Taipei
2446,25.0464,121.5577,Taipei
2447,25.0643,121.5923,Taipei
2448,25.1031,121.5798,Taipei
2449,25.1394,121.5503,Taipei
2450,25.0632,121.5653,Taipei
2451,25.0724,121.6109,Taipei
2452,25.0535,121.5276,Taipei
2453,25.106,121.4735,Taipei
2454,25.1364,121.4934,Taipei
2455,25.1279,121.5281,Taipei
2456,25.0235,121.6275,Taipei
2457,25.1086,121.5811,Taipei
2458,25.1821,121.5747,Taipei
2459,24.9725,121.5819,Taipei
2460,25.0344,121.494,Taipei
2461,25.1039,121.5585,Taipei
2462,25.0447,121.5515,Taipei
2463,25.0553,121.5448,Taipei
2464,25.0353,121.4931,Taipei
2465,25.0519,121.568,Taipei
2466,25.0931,121.527,Taipei
2467,25.1112,121.5194,Taipei
2468,24.9964,121.5453,Taipei
2469,25.037,121.5777,Taipei
2470,25.0259,121.5355,Taipei
2471,25.0749,121.5719,Taipei
2472,25.1101,121.5335,Taipei
2473,24.991,121.5434,Taipei
2474,25.048,121.5305,Taipei
2475,24.9814,121.5641,Taipei
2476,25.0348,121.5488,Taipei
2477,25.0751,121.5819,Taipei
2478,25.0087,121.5584,Taipei
2479,25.1162,121.5052,Taipei
2480,25.0666,121.5653,Taipei
2481,25.1096,121.5234,Taipei
2482,25.0895,121.6201,Taipei
2483,25.1617,121.5443,Taipei
2484,25.0418,121.5363,Taipei
2485,25.0375,121.546,Taipei
2486,25.1509,121.5633,Taipei
2487,25.0887,121.5117,Taipei
2488,25.048,121.538,Taipei
2489,25.0561,121.5387,Taipei
2490,24.9967,121.5503,Taipei
2491,25.0821,121.5925,Taipei
2492,25.1371,121.5414,Taipei
2493,25.0302,121.5603,Taipei
2494,25.0712,121.5605,Taipei
2495,25.0974,121.5076,Taipei
2496,25.0726,121.6113,Taipei
2497,25.113,121.5351,Taipei
2498,25.0723,121.5333,Taipei
2499,25.0498,121.5578,Taipei
2500,25.1165,121.4862,Taipei
2501,25.0615,121.5177,Taipei
2502,25.073,121.5159,Taipei
2503,25.1442,121.5022,Taipei
2504,25.0386,121.585,Taipei
2505,25.0747,121.5254,Taipei
2506,25.06,121.5922,Taipei
2507,25.1827,121.5586,Taipei
2508,25.1372,121.4991,Taipei
2509,25.0699,121.5748,Taipei
2510,25.072,121.5497,Taipei
2511,24.9959,121.5752,Taipei
2512,25.0893,121.5183,Taipei
2513,24.9845,121.5493,Taipei
2514,25.1012,121.502,Taipei
2515,25.059,121.5199,Taipei
2516,25.0046,121.5954,Taipei
2517,25.0539,121.5105,Taipei
2518,25.0865,121.6189,Taipei
2519,25.031,121.4904,Taipei
2520,25.0808,121.5452,Taipei
2521,25.0745,121.5192,Taipei
2522,25.1328,121.4975,Taipei
2523,25.0397,121.574,Taipei
2524,25.1389,121.5441,Taipei
2525,25.1051,121.6085,Taipei
2526,25.0124,121.545,Taipei
2527,25.0762,121.5776,Taipei
2528,25.0248,121.545,Taipei
2529,25.032,121.5024,Taipei
2530,25.0792,121.5777,Taipei
2531,25.129,121.5102,Taipei
2532,25.1086,121.5199,Taipei
2533,24.9852,121.5882,Taipei
2534,25.0465,121.5467,Taipei
2535,25.0391,121.5704,Taipei
2536,25.1227,121.5373,Taipei
2537,25.0313,121.5079,Taipei
2538,25.0134,121.5301,Taipei
2539,25.0152,121.534,Taipei
2540,25.0586,121.597,Taipei
2541,25.04,121.5719,Taipei
2542,25.0592,121.5861,Taipei
2543,25.1205,121.509,Taipei
2544,25.1387,121.514,Taipei
2545,25.0566,121.5735,Taipei
2546,25.0229,121.5164,Taipei
2547,25.0593,121.5847,Taipei
2548,25.0878,121.5912,Taipei
2549,25.0656,121.6105,Taipei
2550,25.023,121.5406,Taipei
2551,25.0552,121.6159,Taipei
2552,25.0766,121.5786,Taipei
2553,25.0243,121.5213,Taipei
2554,25.0278,121.564,Taipei
2555,25.1157,121.519,Taipei
2556,25.1028,121.5223,Taipei
2557,25.1347,121.5993,Taipei
2558,25.1608,121.5342,Taipei
2559,25.0662,121.5768,Taipei
2560,25.0787,121.5467,Taipei
2561,25.0634,121.5092,Taipei
2562,25.0383,121.5486,Taipei
2563,25.0809,121.5544,Taipei
2564,25.0596,121.5371,Taipei
2565,25.0337,121.4927,Taipei
2566,25.0598,121.609,Taipei
2567,25.0702,121.5757,Taipei
2568,25.0489,121.5315,Taipei
2569,25.029,121.4885,Taipei
2570,25.0267,121.541,Taipei
2571,25.0984,121.533,Taipei
2572,25.0339,121.6176,Taipei
2573,25.0514,121.6012,Taipei
2574,25.0496,121.5367,Taipei
2575,25.0221,121.5472,Taipei
2576,25.0487,121.5565,Taipei
2577,25.0484,121.5209,Taipei
2578,25.061,121.5085,Taipei
2579,25.0713,121.5723,Taipei
2580,25.0013,121.5434,Taipei
2581,24.9789,121.5825,Taipei
2582,24.9795,121.5631,Taipei
2583,25.1121,121.534,Taipei
2584,25.072,121.5743,Taipei
2585,25.1082,121.5173,Taipei
2586,25.0546,121.5926,Taipei
2587,25.0622,121.6173,Taipei
2588,25.0346,121.5166,Taipei
2589,24.9793,121.5592,Taipei
2590,25.066,121.598,Taipei
2591,25.0784,121.516,Taipei
2592,24.9899,121.5652,Taipei
2593,25.0452,121.5333,Taipei
2594,25.0487,121.5904,Taipei
2595,25.0791,121.6234,Taipei
2596,25.0829,121.5737,Taipei
2597,25.0426,121.5217,Taipei
2598,25.022,121.5507,Taipei
2599,25.078,121.5825,Taipei
2600,25.1252,121.5336,Taipei
2601,24.9916,121.5692,Taipei
2602,25.0947,121.5225,Taipei
2603,25.0454,121.5206,Taipei
2604,25.0376,121.5566,Taipei
2605,25.0956,121.5269,Taipei
2606,25.033,121.5488,Taipei
2607,24.9993,121.5919,Taipei
2608,25.167,121.568,Taipei
2609,25.0166,121.5663,Taipei
2610,25.0844,121.5849,Taipei
2611,25.0473,121.5749,Taipei
2612,25.061,121.5346,Taipei
2613,25.0979,121.5344,Taipei
2614,25.0473,121.544,Taipei
2615,25.1476,121.5596,Taipei
2616,25.0283,121.5527,Taipei
2617,25.0028,121.5488,Taipei
2618,25.1112,121.5515,Taipei
2619,25.0386,121.563,Taipei
2620,25.1239,121.5029,Taipei
2621,25.1182,121.5834,Taipei
2622,25.0272,121.5159,Taipei
2623,25.0381,121.545,Taipei
2624,25.0009,121.5515,Taipei
2625,25.0566,121.5545,Taipei
2626,25.0596,121.5671,Taipei
2627,25.1116,121.5378,Taipei
2628,25.1367,121.5463,Taipei
2629,25.028,121.6134,Taipei
2630,25.089,121.5106,Taipei
2631,25.0667,121.5982,Taipei
2632,25.0812,121.5959,Taipei
2633,25.0776,121.5172,Taipei
2634,25.0412,121.5648,Taipei
2635,24.9934,121.5444,Taipei
2636,24.9907,121.5667,Taipei
2637,25.102,121.5305,Taipei
2638,25.0936,121.5028,Taipei
2639,25.0696,121.6149,Taipei
2640,25.0486,121.5081,Taipei
2641,25.052,121.5829,Taipei
2642,25.0287,121.5212,Taipei
2643,25.0645,121.5827,Taipei
2644,25.0601,121.5348,Taipei
2645,25.0817,121.5564,Taipei
2646,25.084,121.562,Taipei
2647,24.9744,121.5621,Taipei
2648,25.0173,121.5758,Taipei
2649,24.976,121.5585,Taipei
2650,24.9899,121.5856,Taipei
2651,25.095,121.5146,Taipei
2652,25.0577,121.5438,Taipei
2653,24.9731,121.5957,Taipei
2654,25.0051,121.5471,Taipei
2655,25.0639,121.5727,Taipei
2656,25.168,121.5339,Taipei
2657,25.1185,121.5366,Taipei
2658,25.1375,121.5041,Taipei
2659,25.0762,121.5711,Taipei
2660,25.0355,121.6187,Taipei
2661,25.1198,121.5335,Taipei
2662,25.0321,121.5596,Taipei
2663,25.091,121.5164,Taipei
2664,25.0872,121.5169,Taipei
2665,25.0477,121.5148,Taipei
2666,25.0791,121.5125,Taipei
2667,25.0352,121.5746,Taipei
2668,25.0312,121.5077,Taipei
2669,25.0668,121.5275,Taipei
2670,25.0862,121.5214,Taipei
2671,25.0794,121.5842,Taipei
2672,25.1113,121.5513,Taipei
2673,25.0592,121.5636,Taipei
2674,25.1105,121.5624,Taipei
2675,25.052,121.572,Taipei
2676,25.0373,121.5204,Taipei
2677,25.0829,121.5102,Taipei
2678,25.0787,121.5443,Taipei
2679,25.0707,121.5278,Taipei
2680,25.0966,121.5325,Taipei
2681,25.0979,121.5457,Taipei
2682,25.0313,121.5119,Taipei
2683,25.0471,121.5206,Taipei
2684,25.0547,121.5277,Taipei
2685,25.0543,121.5966,Taipei
2686,25.0473,121.5727,Taipei
2687,24.9883,121.5711,Taipei
2688,25.0587,121.5181,Taipei
2689,25.1071,121.5613,Taipei
2690,25.0328,121.6159,Taipei
2691,25.0855,121.6115,Taipei
2692,25.0763,121.5771,Taipei
2693,25.0831,121.5235,Taipei
2694,25.101,121.5263,Taipei
2695,25.1409,121.5126,Taipei
2696,25.0204,121.5229,Taipei
2697,25.0647,121.6071,Taipei
2698,25.102,121.5183,Taipei
2699,25.0677,121.5286,Taipei
2700,25.0236,121.5,Taipei
2701,25.0794,121.5446,Taipei
2702,25.0339,121.6372,Taipei
2703,25.0824,121.5179,Taipei
2704,25.0714,121.6099,Taipei
2705,25.1321,121.5141,Taipei
2706,25.0758,121.5903,Taipei
2707,25.0995,121.4918,Taipei
2708,25.1596,121.5462,Taipei
2709,25.0242,121.4973,Taipei
2710,25.1018,121.5336,Taipei
2711,25.0184,121.5475,Taipei
2712,25.0578,121.5213,Taipei
2713,25.1015,121.5215,Taipei
2714,25.0025,121.5543,Taipei
2715,25.1254,121.4717,Taipei
2716,25.0788,121.5661,Taipei
2717,24.973,121.5684,Taipei
2718,25.0059,121.577,Taipei
2719,25.0559,121.6036,Taipei
2720,25.1582,121.5369,Taipei
2721,25.1099,121.5286,Taipei
2722,24.9874,121.5524,Taipei
2723,25.0783,121.5509,Taipei
2724,24.9666,121.5697,Taipei
2725,25.0382,121.5891,Taipei
2726,25.0843,121.5707,Taipei
2727,24.9878,121.5519,Taipei
2728,25.0296,121.4942,Taipei
2729,25.0245,121.4945,Taipei
2730,25.1068,121.5575,Taipei
2731,25.1332,121.5461,Taipei
2732,25.1441,121.5221,Taipei
2733,25.0799,121.576,Taipei
2734,25.0285,121.5305,Taipei
2735,25.0295,121.5604,Taipei
2736,25.092,121.6037,Taipei
2737,25.0541,121.591,Taipei
2738,25.0532,121.5775,Taipei
2739,25.0612,121.6112,Taipei
2740,25.0508,121.5173,Taipei
2741,25.019,121.5266,Taipei
2742,25.1498,121.5117,Taipei
2743,25.0375,121.5574,Taipei
2744,25.0237,121.5604,Taipei
2745,25.0373,121.5328,Taipei
2746,25.0252,121.6598,Taipei
2747,25.0455,121.516,Taipei
2748,25.0726,121.5402,Taipei
2749,25.0055,121.5644,Taipei
2750,25.0236,121.5016,Taipei
2751,25.0614,121.5508,Taipei
2752,25.0646,121.5956,Taipei
2753,25.0618,121.5215,Taipei
2754,25.0606,121.5503,Taipei
2755,25.0703,121.5751,Taipei
2756,25.019,121.5595,Taipei
2757,25.0492,121.5819,Taipei
2758,25.0713,121.5994,Taipei
2759,25.0963,121.5277,Taipei
2760,25.1113,121.5338,Taipei
2761,25.0587,121.562,Taipei
2762,25.1107,121.554,Taipei
2763,25.0365,121.6291,Taipei
2764,25.0629,121.563,Taipei
2765,25.02,121.5539,Taipei
2766,25.0826,121.5178,Taipei
2767,25.1265,121.5931,Taipei
2768,25.0269,121.526,Taipei
2769,25.0421,121.5429,Taipei
2770,24.9921,121.5385,Taipei
2771,25.1459,121.5226,Taipei
2772,25.042,121.5714,Taipei
2773,25.1263,121.5012,Taipei
2774,24.9832,121.5554,Taipei
2775,25.0356,121.5282,Taipei
2776,25.0864,121.5694,Taipei
2777,25.0491,121.5154,Taipei
2778,25.0393,121.4965,Taipei
2779,25.0682,121.5183,Taipei
2780,24.9878,121.5704,Taipei
2781,25.1905,121.5685,Taipei
2782,25.0639,121.5803,Taipei
2783,25.0672,121.5117,Taipei
2784,25.0872,121.5912,Taipei
2785,25.0182,121.5506,Taipei
2786,25.0901,121.5275,Taipei
2787,25.0312,121.549,Taipei
2788,25.054,121.5602,Taipei
2789,24.9843,121.5884,Taipei
2790,25.0685,121.5918,Taipei
2791,25.0536,121.5748,Taipei
2792,25.0895,121.5021,Taipei
2793,25.122,121.4886,Taipei
2794,24.9852,121.5453,Taipei
2795,25.0495,121.5833,Taipei
2796,25.063,121.5244,Taipei
2797,25.0268,121.4927,Taipei
2798,24.9695,121.5784,Taipei
